timestamp_utc_iso,category,input_file,n,seed,rep_id,elapsed_ms,cpu_ms,comparisons,swaps,correct,std_sort_ms,recursion_depth,bad_split_count
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,44,2,0,0,151110,77931,1,0,30,269
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,45,3,0,0,170186,87736,1,0,34,273
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,46,4,0,0,154977,74809,1,0,30,260
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,47,5,0,0,160456,73976,1,0,31,277
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,48,6,0,0,151033,73154,1,0,29,273
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,49,7,0,0,153665,78948,1,0,31,272
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,50,8,0,0,159240,80985,1,0,30,281
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,51,9,0,0,154065,82968,1,0,30,262
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,52,10,0,0,152851,74722,1,0,31,264
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,53,11,1,1,150152,72310,1,0,30,283
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,54,12,0,0,151672,74060,1,0,29,276
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,55,13,0,0,149533,82549,1,0,35,260
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,56,14,0,0,165186,81714,1,0,30,278
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,57,15,0,0,156226,79470,1,0,33,298
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,58,16,0,0,148634,79682,1,0,31,262
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,59,17,0,0,174534,94346,1,0,32,283
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,60,18,0,0,143131,74768,1,0,25,236
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_10000.txt,10000,61,19,0,0,151887,78428,1,0,30,255
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,42,0,11,11,1949348,909400,1,6,38,2740
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,43,1,6,6,2075472,1034672,1,4,41,2637
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,44,2,10,9,2016523,979223,1,5,43,2725
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,45,3,6,6,1975759,988064,1,4,44,2637
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,46,4,7,7,2197627,1046062,1,4,42,2728
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,47,5,5,5,2045881,948001,1,5,43,2662
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,48,6,6,6,2079381,1081570,1,4,40,2744
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,49,7,5,5,1954896,971938,1,4,40,2648
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,50,8,5,5,1982792,1031070,1,4,41,2666
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,51,9,5,5,2027793,1024821,1,4,40,2711
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,52,10,5,5,1899453,943232,1,5,36,2708
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,53,11,7,7,2043849,1050374,1,4,40,2615
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,54,12,5,5,2072852,1149951,1,4,41,2713
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,55,13,7,7,1961746,956869,1,4,37,2658
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,56,14,5,5,2025926,1005417,1,4,40,2685
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,57,15,6,6,1941772,1007482,1,5,38,2560
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,58,16,10,10,2084926,1053570,1,5,40,2721
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,59,17,10,10,2047508,1121553,1,7,45,2692
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,60,18,6,6,2094448,1034285,1,5,41,2676
2025-11-22T05:31:17Z,uniform,./datasets/qsort/uniform/uniform_100000.txt,100000,61,19,6,6,1977497,880372,1,4,39,2642
